id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
,Deepwater Horizon,"Action, Drama, History",Peter Berg,"Mark Wahlberg, Kurt Russell, Douglas M. Griffin, James DuMont","A dramatization of the disaster in April 2010, when the offshore drilling rig called the Deepwater Horizon exploded, resulting in the worst oil spill in American history.",111,2003,68,375667,106.13
,Uncle Buck,Comedy,John Hughes,"John Candy, Macaulay Culkin, Jean Louisa Kelly, Gaby Hoffmann",Bachelor and all-round slob Buck babysits his brother's rebellious teenage daughter and her cute younger brother and sister.,94,2019,73,47591,16.94
,Marnie,"Crime, Drama, Mystery",Alfred Hitchcock,"Tippi Hedren, Sean Connery, Martin Gabel, Louise Latham","Mark marries Marnie although she is a habitual thief and has serious psychological problems, and tries to help her confront and resolve them.",127,1954,83,35192,28.2
,The AristoCats,"Animation, Adventure, Comedy",Wolfgang Reitherman,"Phil Harris, Eva Gabor, Sterling Holloway, Scatman Crothers","With the help of a smooth talking tomcat, a family of Parisian felines set to inherit a fortune from their owner try to make it back home after a jealous butler kidnaps them and leaves them in the country.",108,2015,56,59131,3.87
,Runaway Jury,"Crime, Drama, Thriller",Gary Fleder,"John Cusack, Rachel Weisz, Gene Hackman, Dustin Hoffman",A juror on the inside and a woman on the outside manipulate a court trial involving a major gun manufacturer.,101,1953,59,47591,16.94
,The Jerk,Comedy,Carl Reiner,"Steve Martin, Bernadette Peters, Catlin Adams, Mabel King","A simpleminded, sheltered country boy suddenly decides to leave his family home to experience life in the big city, where his naivete is both his best friend and his worst enemy.",102,1999,72,72942,16.84
1365,Monster's Ball,"Drama, Romance",Marc Forster,"Billy Bob Thornton, Halle Berry, Taylor Simpson, Gabrielle Witcher","After a family tragedy, a racist prison guard re-examines his attitudes while falling in love with the African-American wife of the last prisoner he executed.",133,1985,64,46009,33.2
157386,The Spectacular Now,"Drama, Romance",James Ponsoldt,"Miles Teller, Shailene Woodley, Kyle Chandler, Jennifer Jason Leigh","A hard-partying high school senior's philosophy on life changes when he meets the not-so-typical ""nice girl.""",129,2022,77,47591,16.94
,Locke,Drama,Steven Knight,"Tom Hardy, Olivia Colman, Ruth Wilson, Andrew Scott","Ivan Locke, a dedicated family man and successful construction manager, receives a phone call on the eve of the biggest challenge of his career that sets in motion a series of events that threaten his carefully cultivated existence.",83,1981,65,96507,63.46
140300,Kung Fu Panda 3,"Animation, Action, Adventure",Alessandro Carloni,"Jennifer Yuh Nelson, Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home.",123,2000,40,121010,33.52
11836,The SpongeBob SquarePants Movie,"Animation, Adventure, Comedy",Stephen Hillenburg,"Mark Osborne, Tom Kenny, Jeffrey Tambor, Rodger Bumpass, Carolyn Lawrence",SpongeBob SquarePants takes leave from the town of Bikini Bottom in order to track down King Neptune's stolen crown.,100,2017,43,74932,64.51
9787,Lords of Dogtown,"Biography, Drama, Sport",Catherine Hardwicke,"Heath Ledger, Emile Hirsch, Victor Rasuk, Johnny Knoxville","The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s.",107,1980,70,47591,16.94
,Bull Durham,"Comedy, Romance, Sport",Ron Shelton,"Kevin Costner, Susan Sarandon, Tim Robbins, Trey Wilson",A fan who has an affair with one minor-league baseball player each season meets an up-and-coming pitcher and the experienced catcher assigned to him.,97,2012,49,89400,0.08
7305,Alive,"Adventure, Biography, Drama",Frank Marshall,"Ethan Hawke, Vincent Spano, Josh Hamilton, Bruce Ramsay","After crash-landing in the snowswept Andes, a Uruguayan rugby team has no choice but to turn to desperate measures in order to survive.",96,1998,59,47591,16.94
369885,The Big Chill,"Comedy, Drama",Lawrence Kasdan,"Tom Berenger, Glenn Close, Jeff Goldblum, William Hurt",A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.,124,2000,70,22784,27.44
9291,The Longest Yard,"Comedy, Crime, Drama",Robert Aldrich,"Burt Reynolds, Eddie Albert, Ed Lauter, Michael Conrad","A sadistic warden asks a former pro quarterback, now serving time in his prison, to put together a team of inmates to take on (and get pummeled by) the guards.",132,2019,56,47591,16.94
,The Dig,"Biography, Drama, History",Simon Stone,"Carey Mulligan, Ralph Fiennes, Lily James, Johnny Flynn",An archaeologist embarks on the historically important excavation of Sutton Hoo in 1938.,104,2018,60,80436,99.22
645886,The Adventures of Baron Munchausen,"Adventure, Comedy, Fantasy",Terry Gilliam,"John Neville, Eric Idle, Sarah Polley, Oliver Reed",An account of Baron Munchausen's supposed travels and fantastical experiences across late 18th-century Europe with his band of misfits.,84,1985,73,67381,2.02
1934,Shakespeare in Love,"Comedy, Drama, History",John Madden,"Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Tom Wilkinson","The world's greatest ever playwright, William Shakespeare, is young, out of ideas and short of cash, but meets his ideal woman and is inspired to write one of his most famous plays.",146,2011,72,160759,79.88
109421,Side Effects,"Crime, Drama, Mystery",Steven Soderbergh,"Rooney Mara, Channing Tatum, Jude Law, Catherine Zeta-Jones",A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.,102,2014,64,105548,44.13
,The Frighteners,"Comedy, Fantasy, Horror",Peter Jackson,"Michael J. Fox, Trini Alvarado, Peter Dobson, John Astin","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead, and he uses that gift to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.",128,2010,77,166914,15.54
10316,The Ides of March,"Drama, Thriller",George Clooney,"Paul Giamatti, George Clooney, Philip Seymour Hoffman, Ryan Gosling",An idealistic staffer for a new presidential candidate gets a crash course on dirty politics during his stint on the campaign trail.,110,2005,72,107969,2.06
,Defiance,"Action, Drama, History",Edward Zwick,"Daniel Craig, Liev Schreiber, Jamie Bell, Alexa Davalos","Jewish brothers in German-occupied Eastern Europe escape into a Belorussian forest, where they join Russian resistance fighters, and endeavor to build a village, in order to protect themselves and about one thousand Jewish non-combatants.",124,2011,62,97083,46.41
1573,Die Hard 2,"Action, Thriller",Renny Harlin,"Bruce Willis, William Atherton, Bonnie Bedelia, Reginald VelJohnson","John McClane attempts to avert disaster as rogue military operatives seize control of Dulles International Airport in Washington, D.C.",89,2004,59,47591,16.94
,My Bodyguard,"Comedy, Drama, Family",Tony Bill,"Chris Makepeace, Adam Baldwin, Matt Dillon, Paul Quandt","When a boy comes to a new school and gets harassed by a bully, he acquires the services of the school's most feared kid as a bodyguard.",117,1999,65,88785,24.36
,The Sons of Katie Elder,"Drama, Western",Henry Hathaway,"John Wayne, Dean Martin, Martha Hyer, Michael Anderson Jr.",Ranch owner Katie Elder's four sons determine to avenge the murder of their father and the swindling of their mother.,91,1966,75,29161,0.03
,The Accused,"Crime, Drama",Jonathan Kaplan,"Kelly McGillis, Jodie Foster, Bernie Coulson, Leo Rossi","After a young woman suffers a brutal gang rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",99,1972,58,38664,4.06
9443,Chariots of Fire,"Biography, Drama, Sport",Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell, Nigel Havers","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience.",112,2019,51,78600,114.77
68730,Parenthood,"Comedy, Drama",Ron Howard,"Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards",Three Buckman siblings attempt to raise their children - each in their own different style - and deal with the joys and sorrows that the process brings.,64,1941,96,135725,1.6
3683,Flags of Our Fathers,"Action, Adventure, Drama",Clint Eastwood,"Ryan Phillippe, Barry Pepper, Joseph Cross, Jesse Bradford","The life stories of the six men who raised the flag at the Battle of Iwo Jima, a turning point in World War II.",112,2019,51,78600,114.77
,Manyeo,"Action, Mystery, Sci-Fi",Park Hoon-jung,"Kim Da-mi, Min-soo Jo, Choi Woo-sik, Min-Si Go",A high school student with amnesia tries to uncover what has happened to her. All leading her into deeper troubles ultimately revealing a darkness she could not have imagined.,64,1941,96,135725,1.6
8390,"Definitely, Maybe","Comedy, Drama, Romance",Adam Brooks,"Ryan Reynolds, Rachel Weisz, Abigail Breslin, An Nguyen",A political consultant tries to explain his impending divorce and past relationships to his 11-year-old daughter.,124,2019,27,47591,16.94
,Sous le sable,"Drama, Mystery",François Ozon,"Charlotte Rampling, Bruno Cremer, Jacques Nolot, Alexandra Stewart","When her husband goes missing at the beach, a female professor begins to mentally disintegrate as her denial of his disappearance becomes delusional.",84,2007,28,44169,16.47
,Far from the Madding Crowd,"Drama, Romance",Thomas Vinterberg,"Carey Mulligan, Matthias Schoenaerts, Michael Sheen, Tom Sturridge","In Victorian England, the independent and headstrong Bathsheba Everdene attracts three very different suitors: Gabriel Oak, a sheep farmer; Frank Troy, a reckless Sergeant; and William Boldwood, a prosperous and mature bachelor.",97,1986,32,49930,5.84
306819,First Reformed,"Drama, Mystery, Thriller",Paul Schrader,"Ethan Hawke, Amanda Seyfried, Cedric The Entertainer, Victoria Hill","A minister of a small congregation in upstate New York grapples with mounting despair brought on by tragedy, worldly concerns and a tormented past.",84,2007,28,44169,16.47
11381,Gwoemul,"Drama, Horror, Sci-Fi",Bong Joon Ho,"Song Kang-ho, Byun Hee-Bong, Park Hae-il, Bae Doona",A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,97,1986,32,49930,5.84
6415,Three Kings,"Action, Adventure, Comedy",David O. Russell,"George Clooney, Mark Wahlberg, Ice Cube, Spike Jonze","In the aftermath of the Persian Gulf War, four soldiers set out to steal gold that was stolen from Kuwait, but they discover people who desperately need their help.",111,1985,67,30774,7.94
,On the Basis of Sex,"Biography, Drama",Mimi Leder,"Felicity Jones, Armie Hammer, Justin Theroux, Sam Waterston","The true story of Ruth Bader Ginsburg, her struggles for equal rights, and the early cases of a historic career that lead to her nomination and confirmation as U.S. Supreme Court Associate Justice.",133,2016,60,58170,12.55
64328,The Muppets,"Adventure, Comedy, Family",James Bobin,"Amy Adams, Jason Segel, Chris Cooper, Rashida Jones",A Muppet fanatic with some help from his 2 human compatriots must regroup the Muppet gang to stop an avaricious oil mogul from taking down one of their precious life-longing treasures.,108,2006,57,46594,0.04
1817,Phone Booth,"Crime, Mystery, Thriller",Joel Schumacher,"Colin Farrell, Kiefer Sutherland, Forest Whitaker, Radha Mitchell","Publicist Stuart Shepard finds himself trapped in a phone booth, pinned down by an extortionist's sniper rifle. Unable to leave or receive outside help, Stuart's negotiation with the caller leads to a jaw-dropping climax.",112,2009,83,91884,39.46
445629,Rumble Fish,"Crime, Drama, Romance",Francis Ford Coppola,"Matt Dillon, Mickey Rourke, Diane Lane, Dennis Hopper","Absent-minded street thug Rusty James struggles to live up to his legendary older brother's reputation, and longs for the days of gang warfare.",111,1994,53,82627,2.87
,Sydney,"Crime, Drama",Paul Thomas Anderson,"Philip Baker Hall, John C. Reilly, Gwyneth Paltrow, Samuel L. Jackson",Professional gambler Sydney teaches John the tricks of the trade. John does well until he falls for cocktail waitress Clementine.,129,2021,59,47591,16.94
586,Wag the Dog,"Comedy, Drama",Barry Levinson,"Dustin Hoffman, Robert De Niro, Anne Heche, Woody Harrelson","Shortly before an election, a spin-doctor and a Hollywood producer join efforts to fabricate a war in order to cover up a Presidential sex scandal.",123,2010,61,29335,59.71
321741,Concussion,"Biography, Drama, Sport",Peter Landesman,"Will Smith, Alec Baldwin, Albert Brooks, David Morse","In Pittsburgh, accomplished pathologist Dr. Bennet Omalu uncovers the truth about brain damage in football players who suffer repeated concussions in the course of normal play.",128,2005,59,23060,0.83
551,The Dark Crystal,"Adventure, Family, Fantasy",Jim Henson,"Frank Oz, Jim Henson, Kathryn Mullen, Frank Oz, Dave Goelz","On another planet in the distant past, a Gelfling embarks on a quest to find the missing shard of a magical crystal, and to restore order to his world.",99,2014,83,57939,1.27
24420,The Time Traveler's Wife,"Comedy, Drama, Fantasy",Robert Schwentke,"Eric Bana, Rachel McAdams, Ron Livingston, Michelle Nolden","A Chicago librarian has a gene that causes him to involuntarily time travel, creating complications in his marriage.",110,2020,61,47591,16.94
978,Seven Years in Tibet,"Adventure, Biography, Drama",Jean-Jacques Annaud,"Brad Pitt, David Thewlis, BD Wong, Mako","True story of Heinrich Harrer, an Austrian mountain climber who became friends with the Dalai Lama at the time of China's takeover of Tibet.",129,2023,59,47591,16.94
,The Thing from Another World,"Horror, Sci-Fi",Christian Nyby,"Howard Hawks, Kenneth Tobey, Margaret Sheridan, James Arness, Robert Cornthwaite",Scientists and American Air Force officials fend off a bloodthirsty alien organism while at a remote arctic outpost.,131,1971,60,38572,3.42
2039,Swiss Family Robinson,"Adventure, Family",Ken Annakin,"John Mills, Dorothy McGuire, James MacArthur, Janet Munro",A Swiss family must survive being shipwrecked on a deserted island.,118,2019,76,47591,16.94
26428,Agora,"Adventure, Biography, Drama",Alejandro Amenábar,"Rachel Weisz, Max Minghella, Oscar Isaac, Ashraf Barhom","A historical drama set in Roman Egypt, concerning a slave who turns to the rising tide of Christianity in the hope of pursuing freedom while falling in love with his mistress, the philosophy and mathematics professor Hypatia of Alexandria.",124,1973,58,63765,4.56
296524,McLintock!,"Comedy, Western",Andrew V. McLaglen,"John Wayne, Maureen O'Hara, Patrick Wayne, Stefanie Powers","Wealthy rancher G. W. McLintock uses his power and influence in the territory to keep the peace between farmers, ranchers, land-grabbers, Indians and corrupt government officials.",103,2009,55,89252,1.82
2616,Benny & Joon,"Comedy, Drama, Romance",Jeremiah S. Chechik,"Johnny Depp, Mary Stuart Masterson, Aidan Quinn, Julianne Moore",A mentally ill young woman finds her love in an eccentric man who models himself after Buster Keaton.,125,2002,85,130309,65.02
8470,John Q,"Crime, Drama, Thriller",Nick Cassavetes,"Denzel Washington, Robert Duvall, Gabriela Oltean, Kimberly Elise",John Quincy Archibald takes a hospital emergency room hostage when his insurance won't cover his son's heart transplant.,90,2004,74,32621,0.6
,Brawl in Cell Block 99,"Action, Crime, Drama",S. Craig Zahler,"Vince Vaughn, Jennifer Carpenter, Don Johnson, Udo Kier",A former boxer-turned-drug runner lands in a prison battleground after a deal gets deadly.,85,2021,59,47591,16.94
11329,Elle,"Crime, Drama, Thriller",Paul Verhoeven,"Isabelle Huppert, Laurent Lafitte, Anne Consigny, Charles Berling",A successful businesswoman gets caught up in a game of cat and mouse as she tracks down the unknown man who raped her.,120,1979,79,47591,16.94
6471,Mosul,"Action, Drama, War",Matthew Michael Carnahan,"Waleed Elgadi, Suhail Dabbach, Adam Bessa, Is'haq Elias",A police unit from Mosul fight to liberate the Iraqi city from thousands of ISIS militants.,90,1987,59,47591,16.94
2112,Payback,"Action, Crime, Drama",Brian Helgeland,"Mel Gibson, Gregg Henry, Maria Bello, David Paymer","After a successful heist, Porter is left for dead. Once he recovers, he seeks vengeance and wants his share of the money.",104,2017,89,19160,1.02
,Kon-Tiki,"Action, Adventure, Biography",Joachim Rønning,"Espen Sandberg, Pål Sverre Hagen, Anders Baasmo, Gustaf Skarsgård, Odd-Magnus Williamson","Legendary explorer Thor Heyerdahl's epic 4,300-mile crossing of the Pacific on a balsawood raft in 1947, in an effort to prove that it was possible for South Americans to settle in Polynesia in pre-Columbian times.",160,2013,59,47482,3.83
210479,Gentlemen Prefer Blondes,"Comedy, Musical, Romance",Howard Hawks,"Jane Russell, Marilyn Monroe, Charles Coburn, Elliott Reid","Showgirls Lorelei Lee and Dorothy Shaw travel to Paris, pursued by a private detective hired by the suspicious father of Lorelei's fiancé, as well as a rich, enamored old man and many other doting admirers.",104,2012,67,103007,2.54
72113,Carnage,"Comedy, Drama",Roman Polanski,"Jodie Foster, Kate Winslet, Christoph Waltz, John C. Reilly","Two pairs of parents hold a cordial meeting after their sons are involved in a fight, though as their time together progresses, increasingly childish behavior throws the discussion into chaos.",107,2000,73,65273,19.39
,The Year of Living Dangerously,"Drama, Romance, War",Peter Weir,"Mel Gibson, Sigourney Weaver, Linda Hunt, Bembol Roco",A young Australian reporter tries to navigate the political turmoil of Indonesia during the rule of President Sukarno with the help of a diminutive photographer.,104,2017,85,26402,2.02
,Casualties of War,"Action, Crime, Drama",Brian De Palma,"Michael J. Fox, Sean Penn, Don Harvey, John C. Reilly","During the Vietnam War, a soldier finds himself the outsider of his own squad when they unnecessarily kidnap a female villager.",126,2007,74,47806,5.7
287,The Kings of Summer,"Adventure, Comedy, Drama",Jordan Vogt-Roberts,"Nick Robinson, Gabriel Basso, Moises Arias, Nick Offerman","Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land.",108,2016,59,47591,16.94
,Firebird,"Biography, Drama, Romance",Peeter Rebane,"Tom Prior, Oleg Zagorodnii, Diana Pozharskaya, Jake Henderson","Firebird follows a handsome, soulful young soldier who embarks on a clandestine sexual affair with a charismatic fighter pilot on a Soviet Air Force Base at the height of 1970's Communist rule.",139,2017,59,16887,1.91
12560,La piscine,"Crime, Drama, Romance",Jacques Deray,"Alain Delon, Romy Schneider, Maurice Ronet, Jane Birkin","Lovers Marianne and Jean-Paul spend their vacation in a villa on the French Riviera near St-Tropez. Marianne invites her former lover, Harry, and his teenage daughter to stay. Tension rises between them, especially when Jean-Paul seduces Penelope.",114,2008,57,26934,37.77
,Ryû to sobakasu no hime,"Animation, Adventure, Drama",Mamoru Hosoda,"Kaho Nakamura, Ryo Narita, Shôta Sometani, Tina Tamashiro","Suzu is a shy high school student living in a rural village. For years, she has only been a shadow of herself. But when she enters ""U"", a massive virtual world, she escapes into her online persona as Belle, a globally-beloved singer.",106,2005,79,104525,13.74
532865,Il Decameron,"Comedy, Drama, History",Pier Paolo Pasolini,"Franco Citti, Ninetto Davoli, Jovan Jovanovic, Vincenzo Amato","An adaptation of nine stories from Boccaccio's ""Decameron"".",102,2011,70,47591,16.94
14506,"Janghwa, Hongryeon","Drama, Horror, Mystery",Jee-woon Kim,"Lim Soo-jung, Yum Jung-ah, Kim Kap-su, Moon Geun-young","After spending time in a mental hospital, a girl is reunited with her sister and returns home, only to see some truly strange events start to happen.",94,1954,59,47591,16.94
,Tracks,"Adventure, Biography, Drama",John Curran,"Mia Wasikowska, Adam Driver, Lily Pearl, Philip Dodd","A young woman goes on a 1,700-mile trek across the deserts of West Australia with four camels and her faithful dog.",118,2019,77,47591,16.94
,Klute,"Crime, Mystery, Thriller",Alan J. Pakula,"Jane Fonda, Donald Sutherland, Charles Cioffi, Roy Scheider",A small-town detective searching for a missing man has only one lead: a connection with a New York prostitute.,105,1971,66,47591,16.94
10779,Can You Ever Forgive Me?,"Biography, Comedy, Crime",Marielle Heller,"Melissa McCarthy, Richard E. Grant, Dolly Wells, Ben Falcone","When Lee Israel falls out of step with current tastes, she turns her art form to deception.",93,2017,77,59177,10.58
,The World According to Garp,"Comedy, Drama",George Roy Hill,"Robin Williams, Mary Beth Hurt, Glenn Close, John Lithgow","A struggling young writer finds his life and work dominated by his unfaithful wife and his radical feminist mother, whose best-selling manifesto turns her into a cultural icon.",105,1971,66,47591,16.94
13813,Bakjwi,"Drama, Fantasy, Horror",Park Chan-wook,"Song Kang-ho, Kim Ok-bin, Hee-jin Choi, Seo Dong-soo","Through a failed medical experiment, a priest is stricken with vampirism and is forced to abandon his ascetic ways.",93,2017,77,59177,10.58
9667,The Jacket,"Drama, Fantasy, Mystery",John Maybury,"Adrien Brody, Keira Knightley, Daniel Craig, Kris Kristofferson","A Gulf war veteran is wrongly sent to a mental institution for insane criminals, where he becomes the object of a doctor's experiments, and his life is completely affected by them.",94,1992,72,28465,11.74
188166,Blue Ruin,"Crime, Drama, Thriller",Jeremy Saulnier,"Macon Blair, Devin Ratray, Amy Hargreaves, Kevin Kolack","A mysterious outsider's quiet life is turned upside down when he returns to his childhood home to carry out an act of vengeance. Proving himself an amateur assassin, he winds up in a brutal fight to protect his estranged family.",91,2003,81,28705,17.51
339984,Miracles from Heaven,"Biography, Drama, Family",Patricia Riggen,"Jennifer Garner, Kylie Rogers, Martin Henderson, Brighton Sharbino",Based on the incredible true story of the Beam family.,106,1972,68,31813,1.29
10868,Guys and Dolls,"Comedy, Crime, Musical",Joseph L. Mankiewicz,"Marlon Brando, Jean Simmons, Frank Sinatra, Vivian Blaine","In New York, a gambler is challenged to take a cold female missionary to Havana, but they fall for each other, and the bet has a hidden motive to finance a crap game.",124,1959,59,15000,23.3
,Bad Education,"Biography, Comedy, Crime",Cory Finley,"Hugh Jackman, Ray Romano, Welker White, Allison Janney","The beloved superintendent of New York's Roslyn school district and his staff, friends and relatives become the prime suspects in the unfolding of the single largest public school embezzlement scandal in American history.",158,2015,59,36672,6.56
1552,Night Moves,"Crime, Drama, Mystery",Arthur Penn,"Gene Hackman, Jennifer Warren, Edward Binns, Harris Yulin","Los Angeles private investigator Harry Moseby is hired by a client to find her runaway teenage daughter. Moseby tracks the daughter down, only to stumble upon something much more intriguing and sinister.",119,1995,41,273305,65.81
,The Horse Soldiers,"Adventure, Drama, Romance",John Ford,"John Wayne, William Holden, Constance Towers, Judson Pratt","In 1863, a Union outfit is sent behind Confederate lines in Mississippi to destroy enemy railroads but a captive southern belle and the unit's doctor cause frictions within ranks.",123,1983,53,16129,9.2
,Beautiful Girls,"Comedy, Drama, Romance",Ted Demme,"Matt Dillon, Timothy Hutton, Noah Emmerich, Annabeth Gish",A piano player at a crossroads in his life returns home to his friends and their own problems with life and love.,119,1995,41,273305,65.81
,Time After Time,"Adventure, Drama, Sci-Fi",Nicholas Meyer,"Malcolm McDowell, Mary Steenburgen, David Warner, Charles Cioffi",H.G. Wells pursues Jack the Ripper to the 20th Century when the serial murderer uses the future writer's time machine to escape his time period.,123,1983,53,16129,9.2
,The Sword in the Stone,"Animation, Adventure, Comedy",Wolfgang Reitherman,"Clyde Geronimi, David Hand, Rickie Sorensen, Sebastian Cabot, Karl Swenson, Junius Matthews","A poor boy named Arthur learns the power of love, kindness, knowledge and bravery with the help of a wizard called Merlin in the path to become one of the most beloved kings in English history.",99,2017,77,41081,9.6
8408,Day of the Dead,"Horror, Thriller",George A. Romero,"Lori Cardille, Terry Alexander, Joseph Pilato, Jarlath Conroy","As the world is overrun by zombies, a group of scientists and military personnel sheltering in an underground bunker in Florida must determine how they should deal with the undead horde.",102,1990,77,29748,11.54
458737,Ong-bak,"Action, Crime, Thriller",Prachya Pinkaew,"Tony Jaa, Phetthai Vongkumlao, Pumwaree Yodkamol, Suchao Pongwilai","When the head of a statue sacred to a village is stolen, a young martial artist goes to the big city and finds himself taking on the underworld to retrieve it.",83,1957,84,14231,21.91
,Megan Leavey,"Action, Biography, Drama",Gabriela Cowperthwaite,"Kate Mara, Ramón Rodríguez, Tom Felton, Bradley Whitford",Based on the true life story of a young Marine corporal whose unique discipline and bond with her military combat dog saved many lives during their deployment in Iraq.,134,1970,59,11084,3.05
,Queen & Slim,"Crime, Drama, Romance",Melina Matsoukas,"Daniel Kaluuya, Jodie Turner-Smith, Bokeem Woodbine, Chloë Sevigny",A couple's first date takes an unexpected turn when a police officer pulls them over.,133,1987,84,32413,51.25
339380,Neko no ongaeshi,"Animation, Adventure, Comedy",Hiroyuki Morita,"Chizuru Ikewaki, Yoshihiko Hakamada, Aki Maeda, Takayuki Yamada","After helping a cat, a seventeen-year-old girl finds herself involuntarily engaged to a cat Prince in a magical world where her only hope of freedom lies with a dapper cat statuette come to life.",114,1951,83,35090,4.5
,Sneakers,"Comedy, Crime, Drama",Phil Alden Robinson,"Robert Redford, Dan Aykroyd, Sidney Poitier, Jo Marr",A security pro finds his past returning to haunt him when he and his unique team are tasked with retrieving a particularly important item.,120,2006,66,73415,4.86
16995,State of Play,"Crime, Drama, Mystery",Kevin Macdonald,"Russell Crowe, Rachel McAdams, Ben Affleck, Helen Mirren","When a congressional aide is killed, a Washington, D.C. journalist starts investigating the case involving the Representative, his old college friend.",112,1966,59,47591,16.94
33511,Nowhere Boy,"Biography, Drama, Music",Sam Taylor-Johnson,"Aaron Taylor-Johnson, Kristin Scott Thomas, Anne-Marie Duff, David Threlfall","A chronicle of John Lennon's first years, focused mainly in his adolescence and his relationship with his stern aunt Mimi, who raised him, and his absentee mother Julia, who re-entered his life at a crucial moment in his young life.",100,2018,59,47591,16.94
51162,Winnie the Pooh,"Animation, Adventure, Comedy",Stephen J. Anderson,"Don Hall, Jim Cummings, Craig Ferguson, John Cleese, Bud Luckey","While searching for honey, Pooh and his friends embark on an adventure to find Eeyore's missing tail and rescue Christopher Robin from an unknown monster called The Backson.",105,2018,73,47591,16.94
9656,Black Christmas,"Horror, Mystery, Thriller",Bob Clark,"Olivia Hussey, Keir Dullea, Margot Kidder, John Saxon","During their Christmas break, a group of sorority girls are stalked by a stranger.",108,1997,78,10835,14.82
,If Beale Street Could Talk,"Drama, Romance",Barry Jenkins,"KiKi Layne, Stephan James, Regina King, Teyonah Parris",A young woman embraces her pregnancy while she and her family set out to prove her childhood friend and lover innocent of a crime he didn't commit.,87,2004,72,34334,0.04
13537,Shattered Glass,"Drama, History",Billy Ray,"Hayden Christensen, Chloë Sevigny, Steve Zahn, Peter Sarsgaard",The story of a young journalist who fell from grace when it was discovered he fabricated over half of his articles from the publication The New Republic magazine.,115,2020,55,47591,16.94
,The White Tiger,"Crime, Drama",Ramin Bahrani,"Adarsh Gourav, Rajkummar Rao, Priyanka Chopra Jonas, Vedant Sinha",An ambitious Indian driver uses his wit and cunning to escape from poverty and rise to the top. An epic journey based on the New York Times bestseller.,125,1970,65,30245,0.04
11184,Kinsey,"Biography, Drama, Romance",Bill Condon,"Liam Neeson, Laura Linney, Chris O'Donnell, Peter Sarsgaard","A look at the life of Alfred Kinsey, a pioneer in the area of human sexuality research, whose 1948 publication ""Sexual Behavior in the Human Male"" was one of the first recorded works that saw science address sexual behavior.",95,2012,79,43320,6
62630,The Devil's Double,"Biography, Drama, Thriller",Lee Tamahori,"Dominic Cooper, Ludivine Sagnier, Raad Rawi, Philip Quast","A chilling vision of the house of Saddam. The world of Hussein comes to life through the eyes of the man who was given a choice; either be the double for Saddam's sadistic son, or die.",129,2014,76,29563,1.82
14139,Los cronocrímenes,"Horror, Mystery, Sci-Fi",Nacho Vigalondo,"Karra Elejalde, Candela Fernández, Bárbara Goenaga, Nacho Vigalondo",A man accidentally gets into a time machine and travels back in time nearly an hour. Finding himself will be the first of a series of disasters of unforeseeable consequences.,102,1965,67,17308,15.26
,Madres paralelas,Drama,Pedro Almodóvar,"Penélope Cruz, Milena Smit, Israel Elejalde, Aitana Sánchez-Gijón",The story of two mothers who bond in unexpected way after giving birth the same day.,88,2006,62,56717,0.32
19265,Whatever Works,"Comedy, Romance",Woody Allen,"Evan Rachel Wood, Larry David, Henry Cavill, Adam Brooks","A middle-aged, misanthropic divorcé from New York City surprisingly enters a fulfilling, Pygmalion-type relationship with a much younger, unsophisticated Southern girl.",136,2017,72,47591,16.94
46138,Made in Dagenham,"Comedy, Drama, History",Nigel Cole,"Sally Hawkins, Bob Hoskins, Andrea Riseborough, Jaime Winstone","A dramatization of the 1968 strike at the Ford Dagenham car plant, where female workers walked out in protest against sexual discrimination.",93,2012,86,84020,12.8
,Gunfight at the O.K. Corral,"Biography, Drama, Western",John Sturges,"Burt Lancaster, Kirk Douglas, Rhonda Fleming, Jo Van Fleet",Lawman Wyatt Earp and outlaw Doc Holliday form an unlikely alliance which culminates in their participation in the legendary Gunfight at the O.K. Corral.,89,1998,76,12100,6.72
398175,Tangerine,"Comedy, Crime, Drama",Sean Baker,"Kitana Kiki Rodriguez, Mya Taylor, Karren Karagulian, Mickey O'Hagan",A hooker tears through Tinseltown on Christmas Eve searching for the pimp who broke her heart.,134,1990,60,23520,1.91
