id,MovieName,Genre,Directors,Stars,Overviews,Watch_time,Year_of_Release,Meta_Score,Votes,Gross_Collection(M$)
9501,The Conjuring: The Devil Made Me Do It,"Horror, Mystery, Thriller",Michael Chaves,"Patrick Wilson, Vera Farmiga, Ruairi O'Connor, Sarah Catherine Hook",The Warrens investigate a murder that may be linked to a demonic possession.,107,1991,59,13286,4.6
10330,Freaky Friday,"Comedy, Family, Fantasy",Mark Waters,"Jamie Lee Curtis, Lindsay Lohan, Mark Harmon, Harold Gould","An overworked mother and her daughter do not get along. When they switch bodies, each is forced to adapt to the other's life for one freaky Friday.",108,2009,66,66064,33.31
,Tomb Raider,"Action, Adventure, Fantasy",Roar Uthaug,"Alicia Vikander, Dominic West, Walton Goggins, Daniel Wu","Lara Croft, the fiercely independent daughter of a missing adventurer, must push herself beyond her limits when she discovers the island where her father, Lord Richard Croft disappeared.",107,1976,67,47591,16.94
49520,The Change-Up,"Comedy, Fantasy",David Dobkin,"Jason Bateman, Ryan Reynolds, Olivia Wilde, Leslie Mann","Dave is a married man with three kids and a loving wife, and Mitch is a single man who is at the prime of his sexual life. One fateful night while Mitch and Dave are peeing in a fountain, lightning strikes and they switch bodies.",114,2018,60,12117,0.05
332567,The Shallows,"Action, Drama, Horror",Jaume Collet-Serra,"Blake Lively, Óscar Jaenada, Angelo Josue Lozano Corzo, Joseph Salas","A mere 200 yards from shore, surfer Nancy is attacked by a great white shark, with her short journey to safety becoming the ultimate contest of wills.",101,2020,78,47591,16.94
,The Boss Baby,"Animation, Adventure, Comedy",Tom McGrath,"Alec Baldwin, Steve Buscemi, Jimmy Kimmel, Lisa Kudrow","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",84,1971,59,47591,16.94
,The Babysitter,"Comedy, Horror",McG,"Judah Lewis, Samara Weaving, Robbie Amell, Hana Mae Lee","When Cole stays up past his bedtime, he discovers that his hot baby sitter belongs to a satanic cult that will stop at nothing to keep him quiet.",110,2004,66,55793,45.81
,Doc Hollywood,"Comedy, Drama, Romance",Michael Caton-Jones,"Michael J. Fox, Julie Warner, Barnard Hughes, Woody Harrelson",A young doctor on his way across the country to a job interview crashes his car in a small town and is sentenced to work for several days at the town hospital.,85,2009,52,75307,0.03
12834,The Ritual,"Horror, Mystery, Thriller",David Bruckner,"Rafe Spall, Arsher Ali, Robert James-Collier, Sam Troughton","A group of old college friends reunite for a trip to a forest in Sweden, but encounter a menacing presence there stalking them.",91,1972,68,47591,16.94
,Hustlers,"Comedy, Crime, Drama",Lorene Scafaria,"Constance Wu, Jennifer Lopez, Julia Stiles, Mette Narrative","Inspired by the viral New York Magazine article, Hustlers follows a crew of savvy former strip club employees who band together to turn the tables on their Wall Street clients.",130,2013,73,35373,6.59
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,"Adventure, Family, Fantasy",Michael Apted,"Ben Barnes, Skandar Keynes, Georgie Henley, Will Poulter","Lucy and Edmund Pevensie return to Narnia with their cousin Eustace where they meet up with Prince Caspian for a trip across the sea aboard the royal ship The Dawn Treader. Along the way they encounter dragons, dwarves, merfolk, and a band of lost warriors before reaching the edge of the world.",84,1988,61,47591,16.94
,Ghost in the Shell,"Action, Crime, Drama",Rupert Sanders,"Scarlett Johansson, Pilou Asbæk, Takeshi Kitano, Juliette Binoche","In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",102,2019,70,39142,15.5
20829,Funny People,"Comedy, Drama",Judd Apatow,"Adam Sandler, Seth Rogen, Leslie Mann, Eric Bana","When seasoned comedian George Simmons learns of his terminal, inoperable health condition, his desire to form a genuine friendship causes him to take a relatively green performer under his wing as his opening act.",113,1989,54,15786,28.89
11459,Sky High,"Action, Comedy, Family",Mike Mitchell,"Kurt Russell, Kelly Preston, Michael Angarano, Danielle Panabaker","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",104,2016,56,20431,1.36
76640,The Last Stand,"Action, Thriller, Western",Jee-woon Kim,"Arnold Schwarzenegger, Forest Whitaker, Johnny Knoxville, Rodrigo Santoro","The leader of a drug cartel busts out of a courthouse and speeds to the Mexican border, where the only thing in his path is a sheriff and his inexperienced staff.",98,1991,59,10665,11.51
4233,Scream 2,"Horror, Mystery",Wes Craven,"Neve Campbell, Courteney Cox, David Arquette, Jada Pinkett Smith","Two years after the first series of murders, as Sidney acclimates to college life, someone donning the Ghostface costume begins a new string of killings.",83,2011,36,59794,1.43
,Run Hide Fight,"Action, Crime, Drama",Kyle Rankin,"Isabel May, Radha Mitchell, Thomas Jane, Eli Brown","17-year-old Zoe Hull uses her wits, survival skills, and compassion to fight for her life, and those of her fellow classmates, against a group of live-streaming school shooters.",108,2016,21,47591,16.94
345911,Lights Out,"Horror, Mystery",David F. Sandberg,"Teresa Palmer, Gabriel Bateman, Maria Bello, Billy Burke","Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.",135,2020,59,47591,16.94
2619,Splash,"Comedy, Fantasy, Romance",Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy","A young man is reunited with a mermaid who saved him from drowning as a boy. He falls in love with her, not knowing who or what she is.",91,1998,59,15693,27.01
,Crooked House,"Crime, Drama, Mystery",Gilles Paquet-Brenner,"Max Irons, Stefanie Martini, Glenn Close, Honor Kneafsey","In Agatha Christie's most twisted tale, a spy-turned-private-detective is lured by his former lover to catch her grandfather's murderer before Scotland Yard exposes dark family secrets.",110,2009,37,19621,0.02
195589,Neighbors,Comedy,Nicholas Stoller,"Seth Rogen, Rose Byrne, Zac Efron, Lisa Kudrow","After they are forced to live next to a fraternity house, a couple with a newborn baby do whatever they can to take them down.",122,2015,51,34657,33.08
450489,I Care a Lot,"Comedy, Crime, Drama",J Blakeson,"Rosamund Pike, Peter Dinklage, Eiza González, Dianne Wiest",A crooked legal guardian who drains the savings of her elderly wards meets her match when a woman she tries to swindle turns out to be more than she first appears.,104,2010,85,14508,0.98
146198,Triple 9,"Action, Crime, Thriller",John Hillcoat,"Casey Affleck, Chiwetel Ejiofor, Anthony Mackie, Aaron Paul",A gang of criminals and corrupt cops plan the murder of a police officer in order to pull off their biggest heist yet across town.,102,2017,71,18459,2.13
294254,Maze Runner: The Scorch Trials,"Action, Adventure, Sci-Fi",Wes Ball,"Dylan O'Brien, Kaya Scodelario, Thomas Brodie-Sangster, Giancarlo Esposito","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles.",111,2006,38,17543,10.18
50725,Take Me Home Tonight,"Comedy, Drama, Romance",Michael Dowse,"Topher Grace, Anna Faris, Dan Fogler, Teresa Palmer","Four years after graduation, an awkward high school genius uses his sister's boyfriend's Labor Day party as the perfect opportunity to make his move on his high school crush.",138,2021,59,47591,16.94
214756,Ted 2,Comedy,Seth MacFarlane,"Mark Wahlberg, Seth MacFarlane, Amanda Seyfried, Jessica Barth","Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",96,2013,81,34137,0.44
619,The Bodyguard,"Action, Drama, Music",Mick Jackson,"Kevin Costner, Whitney Houston, Gary Kemp, Bill Cobbs","A former Secret Service agent takes on the job of bodyguard to an R&B singer, whose lifestyle is most unlike a President's.",140,2006,47,43451,13.08
707,A View to a Kill,"Action, Adventure, Thriller",John Glen,"Roger Moore, Christopher Walken, Tanya Roberts, Grace Jones",The recovery of a microchip off the body of a fellow agent leads James Bond to a mad industrialist who plans to create a worldwide microchip monopoly by destroying California's Silicon Valley.,154,2019,59,47591,16.94
,Freaky,"Comedy, Horror, Thriller",Christopher Landon,"Vince Vaughn, Kathryn Newton, Celeste O'Connor, Misha Osherovich","After swapping bodies with a deranged serial killer, a high-school senior discovers that she has fewer than 24 hours before the change becomes permanent.",103,2007,36,93745,22.49
117251,White House Down,"Action, Drama, Thriller",Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal, Jason Clarke","While on a tour of the White House with his young daughter, a Capitol policeman springs into action to save his child and protect the president from a heavily armed group of paramilitary invaders.",154,2019,59,47591,16.94
,Bachelor Party,Comedy,Neal Israel,"Tom Hanks, Tawny Kitaen, Adrian Zmed, George Grizzard",A soon-to-be-married man's friends throw him the ultimate bachelor party.,103,2007,36,93745,22.49
179538,Clerks III,"Comedy, Drama",Kevin Smith,"Brian O'Halloran, Jeff Anderson, Vincent Pereira, Mike Zapcic","Dante, Elias, and Jay and Silent Bob are enlisted by Randal after a heart attack to make a movie about the convenience store that started it all.",99,2001,59,47591,16.94
34996,Don't Tell Mom the Babysitter's Dead,Comedy,Stephen Herek,"Christina Applegate, Joanna Cassidy, John Getz, Josh Charles",Five siblings are left alone all summer when their mom leaves town and the evil babysitter bites the dust.,102,1986,77,13259,17.69
,The Family,"Comedy, Crime, Thriller",Luc Besson,"Robert De Niro, Michelle Pfeiffer, Dianna Agron, John D'Leo","The Manzoni family, a notorious mafia clan, is relocated to Normandy, France under the Witness Protection Program, where fitting in soon becomes challenging, as their old habits die hard.",107,2012,61,20063,20.11
23827,Paranormal Activity,"Horror, Mystery",Oren Peli,"Katie Featherston, Micah Sloat, Mark Fredrichs, Amber Armstrong","After moving into a suburban home, a couple becomes increasingly disturbed by a nightly demonic presence.",97,2014,54,69079,10.51
8874,My Best Friend's Wedding,"Comedy, Drama, Romance",P.J. Hogan,"Julia Roberts, Dermot Mulroney, Cameron Diaz, Rupert Everett","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding.",100,2007,48,68939,6
,King Arthur,"Action, Adventure, Drama",Antoine Fuqua,"Clive Owen, Stephen Dillane, Keira Knightley, Ioan Gruffudd",A demystified take on the tale of King Arthur and the Knights of the Round Table.,106,2004,60,32445,4.43
302156,Criminal,"Action, Sci-Fi, Thriller",Ariel Vromen,"Kevin Costner, Ryan Reynolds, Gal Gadot, Gary Oldman","In a last-ditch effort to stop a diabolical plot, a dead CIA operative's memories, secrets, and skills are implanted into a death-row inmate in hopes that he will complete the operative's mission.",120,1999,40,17600,4.96
169,Predator 2,"Action, Horror, Sci-Fi",Stephen Hopkins,"Danny Glover, Gary Busey, Kevin Peter Hall, Rubén Blades","The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.",98,2002,69,72944,66.82
9335,Transporter 2,"Action, Crime, Thriller",Louis Leterrier,"Jason Statham, Amber Valletta, Kate Nauta, Alessandro Gassmann","Transporter Frank Martin, surfaces in Miami, Florida and is implicated in the kidnapping of the young son of a powerful USA official.",115,1993,58,12476,18.64
1493,Miss Congeniality,"Action, Comedy, Crime",Donald Petrie,"Sandra Bullock, Michael Caine, Benjamin Bratt, Candice Bergen",An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event.,120,2014,56,22772,0.11
302699,Central Intelligence,"Action, Comedy, Crime",Rawson Marshall Thurber,"Dwayne Johnson, Kevin Hart, Danielle Nicolet, Amy Ryan","After he reconnects with an awkward pal from high school through Facebook, a mild-mannered accountant is lured into the world of international espionage.",88,2000,59,57149,0.73
,The Uninvited,"Drama, Fantasy, Horror",Charles Guard,"Thomas Guard, Emily Browning, Arielle Kebbel, Elizabeth Banks, David Strathairn","Anna returns home after a stint in a mental hospital, but her recovery is jeopardized by her cruel stepmother and ghastly visions of her dead mother.",93,2004,53,13687,0.22
16279,Creep,"Horror, Thriller",Patrick Brice,"Katie Aselton, Patrick Brice, Mark Duplass","A young videographer answers an online ad for a one-day job in a remote town to record the last messages of a dying man. When he notices the man's odd behavior, he starts to question his intentions.",145,2008,59,15557,1.24
6435,Practical Magic,"Comedy, Drama, Fantasy",Griffin Dunne,"Sandra Bullock, Nicole Kidman, Stockard Channing, Dianne Wiest","Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love.",106,1984,55,14642,10.6
9688,Guns Akimbo,"Action, Comedy, Crime",Jason Howden,"Daniel Radcliffe, Samara Weaving, Ned Dennehy, Natasha Liu Bordizzo",A guy relies on his newly-acquired gladiator skills to save his ex-girlfriend from kidnappers.,152,2006,59,28074,2.64
267935,The BFG,"Adventure, Family, Fantasy",Steven Spielberg,"Mark Rylance, Ruby Barnhill, Penelope Wilton, Jemaine Clement","An orphan little girl befriends a benevolent giant who takes her to Giant Country, where they attempt to stop the man-eating giants that are invading the human world.",94,2020,59,47591,16.94
